Mon Feb 26 04:47:53 UTC 2018
TimeStramp,ECG,SpO2,Respiration
04:47:56,-19743.3125,-5006.25,-28250.125
04:47:56,-19999.0625,-4942.75,-28195.125
04:47:56,-20123.625,-4956.125,-28106.75
04:47:56,-20313.75,-4799.125,-27808.625
04:47:56,-20372.6875,-4792.875,-27616.5
04:47:56,-20562.625,-4693.625,-27342.625
04:47:56,-20686.9375,-4583.375,-26934.375
04:47:56,-20876.625,-4471.875,-26494.125
04:47:56,-21000.75,-4435.0625,-26114.75
04:47:56,-21190.3125,-4251.1875,-25592.0
04:47:56,-21379.6875,-4254.1875,-25271.625
04:47:56,-21503.4375,-4101.75,-24880.375
04:47:56,-21627.0,-4094.25,-24397.875
04:47:56,-21816.0,-4063.4375,-24149.625
04:47:56,-21939.3125,-4003.5,-23732.125
04:47:56,-22062.5625,-4006.1875,-23441.25
04:47:56,-22120.0625,-4007.625,-23075.625
04:47:56,-22243.0625,-3881.0625,-22664.125
04:47:56,-22431.3125,-3813.5,-22430.125
04:47:56,-22553.875,-3865.8125,-22120.125
04:47:56,-22610.75,-3760.5625,-21840.75
04:47:56,-22667.4375,-3687.375,-21505.5
04:47:56,-22855.0,-3671.5625,-21236.5
04:47:56,-22845.875,-3658.1875,-21005.875
04:47:56,-22967.6875,-3647.125,-20841.0
04:47:56,-23089.1875,-3657.5,-20575.75
04:47:56,-23079.625,-3723.25,-20382.625
04:47:56,-23135.375,-3718.5,-20145.75
04:47:56,-23256.3125,-3669.125,-19970.0
04:47:56,-23246.125,-3654.875,-19687.125
04:47:56,-23301.25,-3623.9375,-19480.375
04:47:56,-23356.1875,-3614.6875,-19116.875
04:47:56,-23345.3125,-3514.5625,-18708.125
04:47:56,-23399.875,-3458.25,-18509.25
04:47:56,-23388.6875,-3454.75,-18142.5
04:47:56,-23377.3125,-3421.0,-17963.75
04:47:56,-23365.75,-3293.25,-17697.875
04:47:56,-23354.125,-3207.5,-17423.625
04:47:56,-23342.1875,-3167.625,-17025.625
04:47:56,-23264.6875,-2998.75,-16798.625
04:47:56,-23252.5,-2912.75,-16529.625
04:47:56,-23240.125,-2905.5,-16237.0
04:47:56,-23162.0625,-2807.25,-16032.125
04:47:56,-23149.5,-2863.75,-15883.375
04:47:56,-23071.25,-2797.25,-15714.0
04:47:56,-22992.9375,-2768.5625,-15420.5
04:47:56,-22979.875,-2760.0625,-15183.375
04:47:56,-22901.25,-2780.3125,-14932.125
04:47:56,-22822.5625,-2693.5625,-14665.5
04:47:56,-22743.8125,-2744.625,-14495.125
04:47:56,-22664.9375,-2741.625,-14343.125
04:47:56,-22585.9375,-2751.625,-14301.75
04:47:56,-22506.9375,-2829.4375,-14266.5
04:47:56,-22362.375,-2931.0625,-14484.75
04:47:56,-22283.25,-3083.5,-14924.625
04:47:56,-22204.125,-3365.4375,-15980.75
04:47:56,-22124.875,-3900.75,-17965.625
04:47:56,-22111.0625,-4712.1875,-21382.5
04:47:56,-22031.6875,-5563.6875,-25034.125
04:47:56,-21952.3125,-6172.5625,-28120.125
04:47:56,-21872.875,-6652.8125,-30428.625
04:47:56,-21858.875,-6914.8125,-32029.375
04:47:56,-21779.375,-7040.6875,-32975.875
04:47:56,-21699.8125,-7123.125,-33516.0
04:47:56,-21685.8125,-7209.5,-33721.875
04:47:56,-21606.1875,-7138.6875,-33724.25
04:47:56,-21592.125,-7074.8125,-33547.25
04:47:56,-21512.5625,-6998.875,-33264.875
04:47:56,-21498.5,-6996.6875,-32955.625
04:47:56,-21484.375,-6879.5625,-32702.5
04:47:56,-21470.3125,-6829.25,-32329.625
04:47:56,-21456.3125,-6716.0625,-32131.625
04:47:56,-21507.5,-6758.5,-31871.0
04:47:56,-21493.25,-6699.9375,-31638.875
04:47:56,-21479.0,-6713.0625,-31453.5
04:47:56,-21530.25,-6595.25,-31080.75
04:47:56,-21581.375,-6569.1875,-30719.375
04:47:56,-21567.125,-6473.125,-30383.5
04:47:56,-21618.3125,-6364.1875,-30059.75
04:47:56,-21669.4375,-6328.125,-29676.75
04:47:56,-21720.5,-6239.0625,-29282.5
04:47:56,-21771.5625,-6217.8125,-28939.375
04:47:56,-21888.0625,-6143.625,-28683.375
04:47:56,-21938.9375,-6106.4375,-28413.0
04:47:56,-22055.3125,-6140.25,-28284.875
04:47:56,-22106.0625,-6111.9375,-28325.375
04:47:56,-22222.3125,-6112.5,-28305.0
04:47:56,-22272.875,-6150.9375,-28279.25
04:47:56,-22389.0625,-6043.375,-28363.75
04:47:56,-22505.0625,-6093.625,-28407.625
04:47:56,-22555.6875,-6090.8125,-28473.75
04:47:56,-22671.625,-6082.875,-28497.5
04:47:56,-22787.5625,-6045.875,-28494.375
04:47:56,-22968.875,-6019.6875,-28365.75
04:47:56,-23019.1875,-6008.4375,-28309.625
04:47:56,-23134.875,-5931.125,-28074.0
04:47:56,-23250.625,-5936.625,-27825.0
04:47:56,-23300.8125,-5914.9375,-27520.375
04:47:56,-23350.9375,-5844.0625,-27278.25
04:47:56,-23466.625,-5799.1875,-26923.625
04:47:56,-23582.25,-5711.375,-26556.75
04:47:56,-23632.3125,-5595.5,-26206.25
04:47:57,-23748.0,-5600.625,-25730.0
04:47:57,-23798.125,-5451.625,-25410.25
04:47:57,-23913.6875,-5441.6875,-24898.0
04:47:57,-24029.3125,-5332.6875,-24488.375
