ECG,SpO2,Respiration
13173.625,-3724.25,-2273.25
13230.25,-3698.125,-1981.5
13286.875,-3667.0625,-1575.375
13212.5,-3538.9375,-1256.25
13203.625,-3467.75,-835.875
13325.8125,-3474.8125,-483.125
13317.0,-3423.6875,-167.375
13308.125,-3445.375,97.25
13299.375,-3386.125,385.375
13290.625,-3331.0625,688.625
13412.8125,-3286.8125,960.125
13338.5625,-3185.0,1303.875
13329.875,-3072.1875,1802.625
13452.125,-3019.625,2035.125
13377.75,-2995.4375,2276.75
13434.5,-2953.75,2508.625
13425.6875,-3626.0625,2775.0
13482.3125,-2866.875,3010.25
13473.4375,-2869.5,3141.125
13464.5,-2887.5625,3586.0
13520.9375,-2818.0625,3881.625
13511.875,-3491.3125,4128.25
13502.6875,-2624.875,4425.75
13559.0625,-2553.8125,4550.375
13549.75,-2480.125,4740.5
13540.4375,-2387.8125,5015.875
13531.0,-3179.875,5184.125
13586.875,-2335.9375,5440.875
13577.125,-2288.25,5607.875
13567.375,-2305.75,5767.5
13557.4375,-2222.1875,6054.0
13547.375,-2950.75,6217.5
13602.75,-2244.125,6318.5
13592.4375,-2127.6875,6643.625
13581.9375,-2114.1875,6843.625
13571.3125,-2148.625,7080.25
13560.5625,-2809.3125,7263.75
13615.1875,-2034.8125,7483.125
13604.125,-2013.25,7775.375
13592.875,-1989.5625,7992.0
13581.5,-1992.8125,8047.125
13635.375,-2768.875,7986.25
13623.6875,-2218.4375,7692.5
13742.625,-2420.5,6842.25
13730.4375,-2886.875,5300.375
13718.0625,-3462.5625,2889.125
13705.5625,-4828.75,147.625
13758.5,-4667.0,-2518.0
13745.625,-5147.625,-4799.375
13798.125,-5407.8125,-6470.75
13785.0,-5620.6875,-7674.625
13837.1875,-6456.625,-8501.625
13823.75,-5781.1875,-8779.25
13875.6875,-5779.625,-8979.75
13862.0,-5804.9375,-8953.75
13848.25,-5755.125,-8865.875
13899.9375,-6405.5625,-8513.875
13886.125,-5623.625,-8355.125
13872.25,-5615.4375,-8120.375
13858.375,-5537.125,-7867.875
13779.0,-5541.6875,-7705.125
13765.0,-6271.4375,-7384.625
13751.125,-5494.625,-7316.375
13671.875,-5522.5,-7084.0
13658.0625,-5423.3125,-6930.25
13578.8125,-5439.8125,-6611.25
13565.1875,-6094.75,-6449.875
13486.25,-5320.25,-6093.75
13407.3125,-5193.625,-5783.625
13328.625,-5163.0625,-5391.625
13250.0625,-5136.4375,-5069.375
13171.75,-5767.0625,-4690.0
13093.625,-4956.625,-4613.5
12950.25,-4882.125,-4337.375
12872.5625,-4861.5625,-4274.125
12729.6875,-4896.0625,-4221.875
12587.0625,-5698.5625,-4354.625
12444.9375,-5033.75,-4462.375
12303.0625,-5098.75,-4495.125
12096.125,-5068.875,-4291.375
11955.0625,-5047.875,-4296.25
11683.3125,-5822.0,-4176.875
11477.625,-5016.875,-3969.5
11272.3125,-5064.5625,-3935.0
11067.4375,-5035.1875,-3632.25
10862.9375,-5064.8125,-3429.875
10724.375,-5807.5625,-3160.125
10455.3125,-5018.9375,-2834.875
10186.6875,-4958.4375,-2452.875
9918.625,-4892.0625,-2055.5
9782.0625,-4759.5625,-1676.875
9449.4375,-5473.4375,-1198.125
9248.5,-4625.1875,-826.0
8982.375,-4658.8125,-513.625
8716.875,-4520.5625,-13.125
8451.875,-4403.4375,490.25
8252.75,-5068.6875,1076.875
8054.0625,-4169.875,1421.875
7724.9375,-4080.875,1895.625
7461.8125,-3902.25,2120.5
7264.6875,-3823.5625,2575.5
7067.9375,-4474.1875,5.25
6871.625,-3598.8125,3389.375
6610.3125,-3571.375,3834.25
6414.9375,-3546.25,4157.375
6219.875,-3411.3125,4521.5
5959.8125,-4138.0625,2087.75
5831.125,-3314.125,5223.125
5637.1875,-3224.0,5593.625
5443.5625,-3068.3125,5999.25
5315.8125,-3077.1875,6390.0
5122.875,-3759.625,4045.5
4995.625,-2955.125,7066.875
4868.6875,-2884.75,7339.75
4741.875,-2793.375,7580.375
4680.75,-2798.125,7823.625
4554.3125,-3526.125,5524.625
4493.5625,-2621.875,8353.25
4432.8125,-2615.625,8657.375
4372.1875,-2571.375,8895.25
4311.75,-2612.125,9046.125
4251.3125,-3232.125,6798.0
4256.4375,-2328.875,9687.75
4196.125,-2213.875,10096.125
4201.3125,-2059.875,10374.375
4140.9375,-2007.875,10796.75
4146.125,-2629.25,8599.25
4151.25,-1768.4375,11542.625
4156.3125,-1617.5625,12101.875
4161.25,-1579.6875,12317.125
4166.1875,-1595.8125,12424.125
4171.0625,-2438.8125,9708.75
4175.875,-1750.5625,12123.5
4180.625,-1982.9375,11843.375
4250.625,-2157.0625,11177.25
4189.625,-2468.6875,10069.75
4194.0625,-3710.0,5550.875
4198.25,-3558.5625,5496.375
4136.875,-4227.5625,2723.0
4141.0,-4791.0,212.875
4079.6875,-5262.9375,-1840.5
4018.25,-6325.75,-5769.0
3891.3125,-5854.125,-4337.625
3829.875,-5989.4375,-4909.5
3768.3125,-5981.75,-5012.25
3641.3125,-6020.125,-5153.625
3514.3125,-6749.625,-7572.125
3387.4375,-5875.0,-4811.625
3195.0625,-5754.5,-4565.25
3002.875,-5659.0625,-4539.625
2810.8125,-5623.5625,-4162.0
2618.875,-6312.375,-6421.625
2361.5625,-5435.9375,-3535.375
2104.5,-5437.4375,-3421.75
1847.625,-5358.9375,-3112.875
1525.4375,-5272.5,-2786.5
1203.5625,-6061.1875,-5135.125
882.0625,-5206.75,-2348.25
560.875,-5191.125,-2201.875
174.5625,-5142.5,-1874.375
-211.5,-5129.6875,-1513.125
-597.0625,-5821.125,-3627.5
-1047.6875,-5122.125,-1061.5
-1497.6875,-5181.125,-1112.5
-1947.375,-5249.9375,-1140.5
-2396.5,-5432.5,-1305.25
-2976.0625,-6264.25,-3861.25
-3424.125,-5622.5,-1410.0
-3871.6875,-5657.75,-1548.25
-4384.0625,-5683.875,-1477.375
-4961.375,-5713.0,-1554.625
-5407.0,-6554.1875,-4062.25
-5917.625,-5666.1875,-1416.625
-6493.1875,-5616.125,-1271.25
-7002.5,-5508.25,-1161.75
-7511.1875,-5397.4375,-932.5
-7953.875,-5632.3125,-3277.125
-8461.5,-5600.25,-424.375
-8903.0625,-5474.25,-95.125
-9344.0,-5419.3125,196.375
-9784.375,-5302.3125,471.25
-10224.25,-5251.3125,-1895.875
-10598.1875,-5153.25,1093.5
-10971.5625,-5054.1875,1469.625
-11279.125,-5024.1875,1788.375
-11717.1875,-4947.125,1992.5
-12023.8125,-4901.0,-308.5
-12330.0625,-4895.8125,2502.875
-12570.5,-4977.5,2724.625
-12810.625,-4875.0625,2972.0
-13115.9375,-4887.75,3376.875
-13290.0625,-4769.5625,990.875
-13398.4375,-4749.375,4085.0
-13572.25,-4594.375,4367.875
-13811.25,-4574.5625,4800.125
-13919.125,-4341.375,5169.125
-14026.9375,-4246.6875,3008.0
-14069.1875,-4006.875,6235.375
-14111.4375,-3897.75,6696.125
-14153.625,-3714.375,7161.0
-14196.0,-3662.5,7516.25
-14172.875,-3662.875,5012.625
-14149.875,-3512.625,8174.875
-14061.5625,-3318.6875,8640.75
-13973.5,-3057.0625,9307.5
-13885.625,-2889.5625,9639.0
-13732.5625,-2835.125,7080.25
-13579.8125,-2716.6875,9985.0
-13427.3125,-2652.1875,10257.25
