ECG,SpO2,Respiration
-17024.6875,-3281.0,-15258.875
-16868.125,-3256.75,-14977.25
-16777.0,-3173.5625,-14752.875
-16620.125,-3136.3125,-14416.0
-16463.0625,-3043.1875,-14114.125
-16305.875,-3010.0625,-13844.25
-16148.6875,-2909.1875,-13551.125
-15925.875,-2878.5,-13328.25
-15768.4375,-2709.0,-13004.0
-15610.9375,-2536.0625,-12639.125
-15387.8125,-2506.625,-12358.375
-15230.25,-2406.0625,-12134.0
-15072.5625,-2350.625,-11916.375
-14849.3125,-2423.125,-11769.75
-14691.5625,-2340.4375,-11631.0
-14533.8125,-2311.3125,-11405.625
-14310.4375,-2335.375,-11106.625
-14152.625,-2268.625,-10891.625
-13994.8125,-2205.0625,-10626.125
-13836.9375,-2195.375,-10446.0
-13679.1875,-2211.625,-10263.0
-13521.375,-2188.6875,-10038.875
-13363.5,-2114.6875,-9902.75
-13271.25,-2129.75,-9695.0
-13113.5,-2159.625,-9630.375
-13021.3125,-2263.25,-9925.5
-12863.625,-2436.8125,-10597.5
-12771.4375,-2830.8125,-11980.5
-12613.875,-3370.1875,-14090.25
-12521.8125,-3899.875,-16588.375
-12429.75,-4459.0,-19215.375
-12403.25,-5014.4375,-21543.75
-12376.75,-5292.625,-23290.625
-12284.75,-5545.4375,-24751.875
-12258.25,-5617.0,-25662.0
-12231.8125,-5741.5625,-26476.875
-12205.3125,-5766.9375,-26678.0
-12244.25,-5750.25,-26713.875
-12217.8125,-5790.5625,-26624.75
-12191.375,-5693.75,-26392.875
-12230.375,-5704.0,-26196.25
-12269.25,-5638.1875,-25966.625
-12308.1875,-5625.25,-25802.625
-12347.0625,-5565.375,-25663.25
-12385.75,-5480.5625,-25486.125
-12424.4375,-5388.75,-25278.375
-12528.5,-5468.875,-25252.625
-12632.5,-5313.0625,-24997.875
-12670.9375,-5376.25,-24949.625
-12774.75,-5352.25,-24757.0
-12878.3125,-5368.3125,-24482.5
-12981.6875,-5255.5,-24207.125
-13084.9375,-5248.5,-24061.625
-13187.9375,-5130.5625,-23790.125
-13356.25,-5049.75,-23580.875
-13458.875,-5000.875,-23436.25
-13561.3125,-4901.0625,-23358.875
-13728.9375,-4916.25,-23320.125
-13830.8125,-4895.4375,-23319.125
-13998.0,-4875.4375,-23307.5
-14099.25,-4835.625,-23423.5
-14265.6875,-4856.625,-23416.375
-14431.6875,-4864.5625,-23383.25
-14597.4375,-4873.5,-23357.25
-14697.3125,-4879.375,-23399.375
-14862.1875,-4838.1875,-23268.125
-14961.25,-4878.6875,-23179.875
-15125.5,-4880.375,-23078.0
-15223.75,-4793.75,-22941.125
-15321.625,-4764.1875,-22631.25
-15353.6875,-4705.5625,-22428.625
-15450.8125,-4633.8125,-22037.875
-15547.5,-4621.125,-21815.75
-15643.875,-4587.375,-21594.625
-15674.3125,-4493.75,-21203.625
-15769.875,-4418.1875,-20872.0
-15799.5625,-4361.4375,-20657.125
-15959.8125,-4303.875,-20289.75
-15988.6875,-4212.25,-20025.875
-16017.25,-4108.75,-19671.0
-15980.0,-4065.3125,-19349.0
-16007.875,-3931.9375,-19003.5
-16100.9375,-3789.625,-18616.875
-16062.5625,-3696.375,-18277.5
-16089.5,-3612.0625,-17937.125
-15985.125,-3516.8125,-17623.625
-16011.5625,-3407.75,-17360.875
-15972.1875,-3310.5625,-16985.0
-15867.125,-3288.3125,-16736.875
-15892.875,-3198.125,-16377.125
-15852.875,-3221.875,-16057.25
-15681.8125,-3110.5625,-15788.0
-15707.0,-3155.0625,-15443.625
-15601.125,-3036.75,-15273.25
-15495.125,-3062.125,-14986.125
-15454.5625,-2975.5,-14758.25
-15348.375,-2928.8125,-14445.25
-15242.1875,-2885.1875,-14229.5
-15201.4375,-2831.5,-13972.75
-15029.625,-2837.75,-13709.75
-14923.4375,-2752.0,-13546.25
-14817.25,-2709.5625,-13300.125
-14711.0625,-2718.0625,-13090.25
-14604.875,-2616.75,-12906.875
-14433.4375,-2507.875,-12587.375
-14327.625,-2453.4375,-12294.5
-14221.875,-2426.625,-12049.625
-14050.8125,-2258.0,-11778.375
-13945.3125,-2205.625,-11510.5
-13840.0625,-2015.375,-11200.25
-13669.4375,-1929.0625,-10792.875
-13564.5625,-1823.25,-10463.125
-13459.75,-1813.8125,-10261.75
-13355.1875,-1946.375,-9905.875
-13185.4375,-1811.1875,-9750.125
-13081.3125,-1761.0,-9498.5
-12977.5625,-1727.75,-9506.875
-12873.9375,-1858.1875,-9575.125
-12705.0625,-1922.375,-10028.5
-12602.0625,-2233.0,-11070.375
-12499.25,-2704.1875,-12900.625
-12396.75,-3210.6875,-15229.125
-12359.875,-3929.5625,-17936.5
-12257.8125,-4504.6875,-20482.0
-12221.375,-4867.4375,-22575.75
-12119.75,-5328.5,-24337.625
-12083.8125,-5581.1875,-25496.75
-12048.125,-5689.8125,-26321.875
-12012.6875,-5761.125,-26837.875
-11977.375,-5747.5625,-27035.0
-11942.3125,-5861.625,-27021.5
-11907.4375,-5855.6875,-26860.5
-11872.875,-5756.75,-26763.75
-11904.0,-5576.8125,-26548.375
-11869.6875,-5564.0,-26295.125
-11901.125,-5463.0625,-25963.0
-11932.625,-5406.375,-25802.0
-11964.25,-5385.4375,-25676.875
-11996.0625,-5267.625,-25501.5
-12028.0,-5235.6875,-25369.25
-12060.0,-5151.875,-25179.75
-12092.1875,-4999.1875,-24992.25
-12190.0,-4948.5625,-24823.25
-12222.375,-4836.0,-24576.625
-12320.375,-4847.4375,-24410.875
-12418.25,-4789.625,-24015.625
-12450.75,-4755.9375,-23894.625
-12548.75,-4661.125,-23719.125
-12646.9375,-4739.1875,-23606.625
-12745.0625,-4699.25,-23603.5
-12843.125,-4735.9375,-23515.125
-12875.8125,-4713.75,-23605.625
-12973.9375,-4804.3125,-23678.375
-13072.125,-4787.875,-23817.125
-13170.375,-4820.25,-23743.75
-13268.625,-4748.6875,-23725.25
-13366.75,-4868.0,-23826.25
-13464.875,-4801.1875,-23845.125
-13628.5625,-4792.3125,-23650.625
-13792.125,-4773.5,-23560.625
-13824.5625,-4745.5625,-23381.375
-13922.5,-4721.6875,-23078.0
-14020.4375,-4577.875,-22838.125
-14052.75,-4463.9375,-22507.125
-14150.6875,-4331.0625,-22239.5
-14248.5,-4145.375,-21799.0
-14346.0625,-4105.5625,-21459.875
-14443.625,-4054.875,-21217.875
-14541.0625,-3929.125,-20911.625
-14572.9375,-3865.5625,-20626.625
-14670.25,-3790.875,-20289.625
-14701.8125,-3675.4375,-19890.125
-14798.8125,-3628.6875,-19528.625
-14764.75,-3597.125,-19259.25
-14861.5625,-3509.3125,-18928.25
-14892.6875,-3458.5,-18629.125
-14858.25,-3426.625,-18290.25
-14823.6875,-3410.6875,-18064.75
-14789.0,-3326.75,-17759.125
-14885.1875,-3236.75,-17461.125
-14850.0625,-3179.8125,-17079.125
-14814.875,-3138.8125,-16849.625
-14845.0625,-3154.75,-16532.25
-14809.5625,-3103.8125,-16308.875
-14773.8125,-3041.8125,-16006.75
-14738.0,-3005.75,-15680.25
-14701.875,-2878.9375,-15371.0
-14600.1875,-2790.0625,-15157.25
-14563.8125,-2705.25,-14734.75
-14527.25,-2575.6875,-14446.25
-14359.5625,-2528.9375,-14200.875
-14388.1875,-2428.375,-13873.5
-14285.4375,-2365.8125,-13628.0
-14182.6875,-2339.25,-13388.75
-14079.625,-2258.6875,-13247.5
-14041.875,-2248.0625,-12979.25
-13938.3125,-2159.5,-12643.5
-13834.75,-2138.8125,-12432.625
-13730.9375,-2135.25,-12179.25
-13626.9375,-1993.8125,-11890.5
-13588.25,-2060.4375,-11684.5
-13483.8125,-1968.5,-11399.125
-13379.25,-1988.0,-11195.625
-13340.0,-1955.3125,-10990.5
-13235.0625,-1929.9375,-10694.75
-13129.875,-1874.5625,-10419.875
-13090.125,-1873.25,-10193.25
-12984.6875,-1717.5625,-9830.625
-12879.125,-1738.25,-9716.75
-12838.9375,-1690.125,-9485.375
-12733.25,-1593.1875,-9299.75
-12627.3125,-1622.25,-9301.625
-12586.875,-1672.1875,-9366.625
-12546.3125,-1729.1875,-10019.625
-12440.125,-2066.5,-11191.375
-12399.4375,-2416.375,-13104.0
-12424.1875,-2933.5625,-15507.5
-12383.375,-3497.1875,-18018.75
-12342.5,-3971.375,-20296.75
-12367.25,-4401.6875,-22186.625
-12326.4375,-4695.8125,-23711.0
-12351.0625,-4993.5625,-24746.5
-12375.875,-5181.875,-25364.125
-12400.75,-5254.125,-25747.5
-12425.6875,-5242.9375,-25897.875
-12450.625,-5308.75,-25945.25
-12475.6875,-5313.375,-25791.75
-12566.4375,-5286.9375,-25630.875
-12657.25,-5203.5,-25394.25
-12748.125,-5133.9375,-25129.625
-12773.6875,-5098.5,-24848.625
-12864.9375,-5013.0,-24768.25
-13021.875,-4982.5625,-24633.625
-13113.375,-4987.0,-24500.0
-13205.1875,-4914.5625,-24372.625
-13362.5625,-4823.25,-24166.625
-13454.6875,-4805.875,-23982.0
-13612.625,-4747.5625,-23690.25
-13770.75,-4649.5,-23452.875
-13863.625,-4558.375,-23179.625
-14022.25,-4470.1875,-22931.0
-14180.9375,-4391.25,-22777.625
-14340.0,-4365.25,-22603.75
-14499.25,-4371.0625,-22581.125
-14658.6875,-4441.75,-22576.625
-14818.375,-4443.1875,-22607.5
-14978.25,-4494.8125,-22729.25
-15072.9375,-4546.25,-22789.0
-15298.875,-4599.4375,-22884.125
-15328.5,-4586.5,-23007.5
-15489.5625,-4579.4375,-23169.375
-15650.875,-4593.25,-23163.875
-15746.8125,-4665.9375,-23211.0
-15843.125,-4591.5,-23086.875
-15939.625,-4657.0,-22990.25
-16036.5625,-4629.4375,-22879.75
-16133.625,-4647.75,-22644.375
-16100.0625,-4594.1875,-22438.375
-16132.3125,-4535.3125,-22135.125
-16164.875,-4437.625,-21892.25
-16132.3125,-4362.9375,-21527.25
-16100.0625,-4295.125,-21217.625
-16199.25,-4174.5,-20847.5
-16102.125,-4069.9375,-20586.0
-16070.9375,-4007.25,-20226.25
-16039.9375,-3811.8125,-19861.25
-15943.9375,-3772.1875,-19510.625
-15782.75,-3639.75,-19228.75
-15622.125,-3621.1875,-18834.0
-15527.3125,-3566.625,-18643.125
-15367.5,-3625.9375,-18472.375
-15208.0625,-3623.3125,-18167.625
-14983.625,-3632.375,-17986.875
-14825.0625,-3584.5625,-17764.75
-14601.5,-3494.6875,-17460.75
-14312.875,-3309.875,-17120.875
-14090.25,-3252.0625,-16794.5
-13868.125,-3300.9375,-16542.5
-13580.875,-3254.875,-16364.25
-13294.125,-3147.9375,-15929.875
-13007.9375,-3117.8125,-15750.375
-12656.6875,-3042.75,-15470.375
-12306.125,-3064.5,-15198.5
-12086.9375,-3118.1875,-14961.25
-11737.375,-3045.8125,-14800.625
-11388.3125,-3027.5,-14561.25
-11039.75,-3023.125,-14339.0
-10691.8125,-3028.8125,-14161.75
-10278.875,-2895.4375,-13899.625
-9932.1875,-2791.125,-13574.625
-9586.0,-2681.75,-13292.75
-9240.3125,-2737.3125,-13003.625
-8829.75,-2751.8125,-12759.625
-8485.1875,-2639.375,-12490.875
-8141.3125,-2569.875,-12252.0
-7732.5,-2437.5625,-11892.5
-7389.75,-2410.4375,-11687.375
-7047.5625,-2211.5,-11334.25
-6706.0,-2099.9375,-11014.25
-6365.125,-2043.5625,-10717.375
-6024.875,-1951.9375,-10450.0
-5685.0625,-1960.125,-10249.375
-5411.375,-1937.375,-9987.0
-5072.875,-1921.5,-9838.0
-4800.375,-1899.125,-9686.5
-4397.625,-1989.4375,-9670.875
-4126.4375,-2133.5,-10133.875
-3921.3125,-2369.375,-11037.625
-3651.25,-2902.75,-12732.625
-3381.6875,-3389.5,-15102.75
-3178.3125,-4046.5,-17663.375
-2975.4375,-4679.75,-20355.125
-2773.0625,-5156.4375,-22612.125
-2636.8125,-5559.625,-24402.0
-2500.9375,-5841.4375,-25731.0
-2300.0625,-6020.0,-26646.25
-2165.3125,-6099.25,-27049.625
-2096.4375,-6165.4375,-27408.125
-2028.0,-6124.625,-27452.875
-1894.5625,-6145.625,-27463.25
-1826.9375,-6127.5625,-27370.0
-1825.25,-5967.625,-27228.5
-1758.5625,-5911.5,-27082.375
-1757.6875,-5861.5625,-26901.375
-1757.0,-5806.4375,-26738.5
-1822.25,-5726.375,-26606.375
-1822.3125,-5686.3125,-26445.125
-1888.25,-5636.0625,-26302.25
-1888.875,-5641.75,-26252.125
-2020.6875,-5647.375,-26116.875
-2087.1875,-5672.8125,-25878.125
-2219.5625,-5597.1875,-25752.0
-2286.4375,-5541.5625,-25465.125
-2419.125,-5517.0,-25187.625
-2551.9375,-5494.25,-25045.25
-2750.25,-5533.5,-24829.25
-2883.25,-5512.8125,-24730.75
-3081.875,-5506.9375,-24539.0
-3280.4375,-5457.0625,-24559.125
-3479.0,-5523.125,-24544.25
-3612.25,-5495.125,-24508.75
-3876.375,-5455.125,-24596.625
-4074.875,-5520.125,-24684.5
-4273.375,-5481.0625,-24635.5
-4471.875,-5446.0625,-24573.0
-4670.375,-5476.8125,-24527.75
-4934.0,-5359.6875,-24457.625
-5132.1875,-5304.5625,-24344.125
-5330.125,-5323.5,-24181.625
-5528.0,-5186.375,-23984.0
-5660.0625,-5154.125,-23776.0
-5857.5625,-5121.875,-23541.0
-6055.0,-5039.75,-23199.75
-6186.625,-5001.5625,-22885.875
-6383.5625,-4915.3125,-22488.125
-6514.75,-4815.0625,-22195.875
-6776.6875,-4792.5625,-21809.375
-6841.875,-4755.0625,-21575.375
-7037.8125,-4750.5625,-21068.125
-7167.9375,-4662.9375,-20850.5
-7297.875,-4621.3125,-20550.875
-7296.5,-4573.6875,-20247.25
-7426.0,-4542.0625,-19884.25
-7555.0625,-4464.4375,-19522.375
-7618.375,-4411.8125,-19182.0
-7615.9375,-4304.3125,-18875.5
-7678.75,-4284.6875,-18584.25
-7806.8125,-4196.0625,-18301.125
-7803.5625,-4118.4375,-17970.875
-7734.625,-4006.9375,-17746.125
-7730.8125,-3909.3125,-17359.625
-7726.875,-3821.9375,-17017.125
-7722.5625,-3690.625,-16830.25
-7718.0625,-3626.25,-16459.125
-7647.8125,-3621.75,-16215.875
-7577.3125,-3570.375,-15804.875
-7572.0625,-3506.0,-15518.875
-7501.0,-3497.5,-15241.875
-7364.3125,-3498.0,-14981.25
-7358.25,-3375.5,-14681.75
-7286.5,-3409.0,-14365.625
-7149.0625,-3337.375,-14138.625
-7076.875,-3326.625,-13912.5
-6939.0625,-3278.75,-13665.75
-6800.875,-3287.875,-13469.0
-6728.125,-3192.0,-13155.75
-6589.625,-3224.0,-12831.25
-6451.0,-3153.125,-12486.625
-6312.1875,-3054.375,-12169.625
-6238.6875,-2921.75,-11947.25
-6099.4375,-2976.25,-11762.625
-5959.9375,-2926.0,-11485.75
-5820.4375,-2883.0,-11315.75
-5746.25,-2829.6875,-10995.75
-5606.4375,-2762.25,-10675.5
-5531.8125,-2622.8125,-10355.625
-5391.75,-2487.375,-9986.375
-5317.0,-2441.75,-9698.875
-5176.625,-2289.625,-9338.625
-5101.6875,-2266.625,-9009.5
-5026.5,-2269.8125,-8777.25
-4951.25,-2209.9375,-8724.125
-4875.9375,-2284.0625,-8876.625
-4800.375,-2504.8125,-9482.75
-4790.3125,-2778.0625,-10799.875
-4780.0,-3318.5,-12889.375
-4769.5625,-3959.375,-15503.25
-4759.0,-4552.3125,-18359.375
-4748.3125,-5198.5625,-20901.375
-4803.0,-5692.125,-23066.75
-4857.5625,-6089.25,-24667.0
-4911.875,-6336.0,-25830.375
-4966.125,-6544.375,-26594.375
-5020.0625,-6694.625,-27097.125
-5074.0,-6681.625,-27293.125
-5193.25,-6807.625,-27429.125
-5312.1875,-6714.5,-27401.0
-5431.0,-6684.5,-27213.875
-5549.625,-6644.375,-27091.25
-5668.125,-6554.375,-26880.5
-5786.3125,-6520.3125,-26584.875
-5969.75,-6334.4375,-26452.875
-6153.0,-6256.5625,-26311.625
-6336.0625,-6270.6875,-26190.0
-6518.875,-6222.8125,-26033.375
-6701.3125,-6242.8125,-25882.125
-6883.5625,-6201.9375,-25703.25
-7065.5625,-6086.0625,-25401.625
-7247.3125,-6087.1875,-25167.75
-7428.75,-6057.3125,-24930.875
-7610.0,-6028.25,-24692.875
-7790.9375,-5984.125,-24445.75
-8037.0,-6021.0,-24320.375
-8217.25,-6023.75,-24058.5
-8397.0625,-6006.5,-23979.875
-8576.6875,-5889.1875,-23996.0
-8756.0,-5840.9375,-23909.75
-8935.0,-5991.4375,-23981.375
-9113.5625,-6029.8125,-24054.0
-9291.875,-6075.125,-24083.0
-9404.3125,-6115.375,-24178.0
-9582.0,-6113.4375,-24137.75
-9693.8125,-6132.5625,-24088.0
-9870.75,-6146.5,-24016.375
-10047.3125,-6144.5,-23840.375
-10158.0,-6197.4375,-23701.125
-10268.3125,-6123.3125,-23420.5
-10312.625,-6110.125,-23127.5
-10356.75,-5983.0,-22820.125
-10466.0625,-5838.9375,-22285.625
-10509.5,-5757.0625,-21967.5
-10552.5,-5589.25,-21609.375
-10595.3125,-5528.5,-21301.375
-10703.125,-5433.5625,-20861.375
-10679.5625,-5309.8125,-20501.375
-10721.25,-5182.0625,-20189.375
-10762.5,-5034.25,-19796.75
-10737.875,-4976.5,-19488.875
-10647.5,-4933.5625,-19036.875
-10687.8125,-4886.6875,-18782.375
-10662.125,-4835.75,-18450.375
-10636.25,-4750.0,-18157.875
-10544.625,-4669.0625,-17784.625
-10452.625,-4640.3125,-17450.5
-10491.3125,-4672.4375,-17223.75
-10398.5625,-4611.5,-16912.0
-10305.625,-4595.75,-16570.75
-10277.875,-4618.6875,-16393.25
-10118.75,-4544.8125,-16007.875
-10025.0625,-4465.75,-15683.0
-9996.4375,-4395.875,-15314.375
-9836.625,-4350.8125,-14984.5
-9742.0,-4301.9375,-14616.625
-9647.125,-4119.125,-14270.625
-9552.125,-4130.375,-13971.75
-9456.875,-4026.75,-13581.875
-9361.4375,-3923.0625,-13260.75
-9265.75,-18024.5,-45498.25
-9169.875,-3680.1875,-12466.375
-9139.3125,-3596.1875,-18243.875
-9042.9375,-9604.3125,-25591.625
-8946.3125,-3487.9375,-11764.75
-8849.75,-3452.1875,-11532.875
-8752.875,-5290.5625,-11377.375
-8656.0,-3420.75,-11161.0
-8559.0625,-3449.625,-10894.5
-8461.875,-3339.0625,-10575.625
-8364.8125,-5218.0,-10329.375
-8267.5625,-5144.1875,-21766.75
-8170.375,-3241.1875,-13921.375
-8138.5625,-3270.0625,-9592.625
-8041.1875,-3227.0625,-9309.875
-7943.875,-3253.875,-9039.25
-7912.0625,-3226.75,-8806.375
-7814.6875,-3171.375,-8447.375
-7782.9375,-3109.0625,-8056.875
-7620.25,-2984.6875,-7784.0
-7588.625,-2924.375,-7479.0
-7491.5625,-2899.0,-7168.875
-7460.0625,-2910.5,-6909.75
-7428.6875,-2844.9375,-6713.125
-7397.4375,-2899.3125,-6789.25
-7366.25,-2946.5,-7070.625
-7335.125,-3158.4375,-8101.0
-7304.25,-3629.8125,-10012.75
-7273.375,-4196.4375,-12543.25
-7242.75,-4875.5,-15339.75
-7277.6875,-6729.5,-18007.5
-7247.3125,-5910.375,-31579.25
-7282.5,-6235.75,-24619.0
-7252.4375,-6535.75,-23127.25
-7288.0,-6702.625,-23940.625
-7323.75,-6798.375,-24358.25
-7425.0625,-6830.9375,-24569.75
-7461.0,-6827.4375,-24592.75
-7497.0625,-6777.9375,-24443.0
-7533.5,-6724.625,-24236.125
-7635.375,-8037.0,-23929.125
-7737.4375,-6699.75,-23576.5
-7774.0625,-6649.4375,-23347.625
-7876.4375,-6616.1875,-23100.875
-7978.6875,-6566.9375,-23016.625
-8081.1875,-6616.5625,-22823.75
-8183.6875,-6529.25,-22744.375
-8286.1875,-6560.875,-22519.625
-8388.875,-6433.625,-22162.875
-8557.0,-6329.375,-21802.875
-8659.625,-6160.1875,-21546.375
-8827.75,-6121.0625,-21070.625
-8930.5,-5931.0625,-20775.5
-9098.75,-5772.0625,-20240.625
-9267.0,-5550.3125,-19628.25
-9435.125,-5430.5625,-19250.375
-9603.125,-5428.8125,-19002.375
-9771.1875,-5358.0625,-18767.75
-10004.625,-5275.1875,-18570.75
-10172.4375,-5407.1875,-18590.5
-10340.0,-5412.1875,-18567.0
-10507.5625,-5469.875,-18652.625
-10675.0,-5514.5,-18633.5
-10842.375,-5518.0,-18586.5
-11075.125,-5590.4375,-18648.875
-11373.125,-6471.9375,-18445.75
-11539.9375,-5563.125,-18256.875
-11772.0,-5510.375,-17974.875
-12003.75,-5417.75,-17658.0
-12169.9375,-5309.0625,-17345.25
-12335.875,-5280.4375,-17049.0
-12567.125,-5152.75,-16647.375
-12798.0,-5017.375,-16201.75
-13028.75,-5042.875,-15865.875
-13259.0625,-4928.5,-15442.875
-13489.1875,-4754.1875,-15065.25
-13653.5,-4654.0625,-14739.875
-13883.125,-4587.8125,-14354.25
-14112.4375,-4538.5625,-14010.75
-14275.9375,-4683.25,-14015.0
-14439.1875,-4666.875,-13846.25
-14667.6875,-4872.25,-13892.25
-14830.375,-4944.4375,-13742.625
-15058.4375,-5033.5625,-13820.875
-15155.125,-5114.5,-13581.75
-15317.125,-5956.5,-13553.25
-15544.3125,-5098.0625,-13325.875
-15574.875,-5206.625,-14588.0
-15736.1875,-5250.9375,-13022.25
-15897.25,-5403.3125,-13069.625
-15992.75,-6015.875,-12661.875
-16087.9375,-5182.3125,-12065.375
-16248.5,-5037.0,-11438.875
-16277.8125,-4849.125,-10913.75
-16372.5,-4677.625,-10366.875
-16401.75,-4476.75,-9859.625
-16430.75,-4465.875,-9627.0
-16459.8125,-4418.0625,-9351.875
-16488.75,-4365.25,-8996.5
-16452.125,-4285.0625,-8713.875
-16480.875,-4126.375,-8313.5
-16444.25,-4017.125,-7946.25
-16407.625,-3846.0,-7536.875
-16305.625,-3817.9375,-7260.125
-16203.625,-3731.0625,-6826.875
-16101.8125,-3624.0625,-6547.5
-16000.0625,-3554.1875,-6121.75
-15898.5625,-3485.1875,-5702.25
-15797.125,-3412.25,-5459.875
-15695.875,-3365.25,-5044.5
-15529.375,-3335.25,-4832.75
-15428.5625,-3328.9375,-4479.875
-15262.4375,-3252.6875,-4254.875
-15096.625,-3174.5625,-3935.625
-14931.0,-3151.25,-3694.25
-14765.6875,-3106.875,-3357.5
-14600.6875,-3162.375,-3157.75
-14501.375,-3028.9375,-2851.375
-14271.3125,-3011.4375,-2580.875
-14107.25,-2861.0,-2303.125
-13943.4375,-2829.625,-2168.625
-13845.4375,-2849.125,-2029.75
-13682.125,-2950.4375,-1893.0
-13584.75,-3059.8125,-1996.75
-13422.0625,-3205.875,-2321.375
-13325.1875,-3473.6875,-3011.0
-13228.5625,-3831.25,-4383.125
-13132.375,-4362.5,-6533.75
-13036.3125,-5006.875,-8975.875
-12940.6875,-5543.8125,-11388.0
-12910.75,-5973.4375,-13485.0
-12815.5625,-6259.875,-15126.625
-12786.3125,-6485.0,-16343.125
-12757.1875,-6643.875,-17049.875
-12728.375,-6653.625,-17334.25
-12699.625,-6513.4375,-17410.5
-12736.75,-6578.1875,-17327.875
-12773.8125,-6643.6875,-17127.25
-12745.6875,-6488.1875,-16952.125
-12848.75,-6356.8125,-16554.625
-12886.4375,-6345.3125,-16303.375
-12924.375,-6297.8125,-15983.5
-13027.875,-6212.1875,-15706.625
-13065.875,-6132.6875,-15329.25
-13169.625,-6083.1875,-15084.125
-13273.5,-6055.5625,-14777.125
-13377.375,-6036.0625,-14396.75
-13481.25,-5986.5625,-14110.625
-13650.625,-5955.9375,-13824.25
-13689.125,-5861.5,-13446.875
-13793.25,-5815.0,-13061.5
-13897.4375,-5716.5,-12694.5
-14001.625,-5677.875,-12400.375
-14105.875,-5591.375,-11964.125
-14210.125,-5518.0,-11684.375
-14314.375,-5467.5,-11409.125
-14418.6875,-5377.25,-11292.25
-14457.5,-5281.0,-11223.5
-14496.3125,-5324.875,-11248.625
-14535.3125,-5295.6875,-11193.75
-14639.75,-5289.3125,-11269.625
-14613.25,-5271.0625,-11216.375
-14586.875,-5248.8125,-11172.875
-14560.625,-5337.3125,-11091.375
-14534.4375,-5348.6875,-11057.625
-14443.0,-5342.0625,-10953.125
-14351.5,-5354.4375,-10762.5
-14194.75,-5231.8125,-10548.25
-13972.6875,-5198.0625,-10285.875
-13816.375,-5198.3125,-9999.0
-13594.75,-5117.4375,-9694.625
-13373.4375,-5125.4375,-9355.625
-13217.6875,-5052.5625,-8998.0
-12931.25,-4936.6875,-8611.125
-12579.625,-4887.8125,-8204.875
-12293.875,-4737.0625,-7785.75
-11942.875,-4717.3125,-7399.375
-11592.25,-4648.6875,-7038.875
-11111.0,-4526.0625,-6616.0
-10695.6875,-4455.4375,-6145.125
-10280.75,-4474.9375,-5899.625
-9800.75,-4285.4375,-5395.5
-9255.8125,-4160.1875,-5062.625
-8711.3125,-4004.0625,-4705.5
-8232.75,-3909.1875,-4386.75
-7623.75,-3836.625,-4106.625
-7080.75,-3752.375,-3817.625
-6538.25,-3675.6875,-3341.625
-5931.0,-3665.75,-3171.25
-5324.1875,-3545.0,-2811.5
-4718.0625,-3559.5625,-2552.5
-4112.5,-3453.9375,-2191.625
-3442.1875,-3430.4375,-1915.625
-2837.875,-3367.3125,-1709.5
-2168.75,-3341.0625,-1478.375
-1500.3125,-3323.0625,-1165.0
-898.0625,-3304.9375,-898.25
-296.4375,-3340.8125,-690.75
370.125,-3232.75,-450.375
970.4375,-3269.625,-173.375
1570.125,-3178.375,73.0
2169.0625,-3125.125,327.625
2767.4375,-3118.875,583.0
3365.0625,-3050.75,767.875
3962.0,-3015.5,967.125
4492.875,-2938.375,1226.5
5023.0,-2851.25,1516.75
5552.5625,-2659.25,1857.125
6081.5,-2462.375,2183.125
6544.375,-2437.5,2512.25
7072.0,-2395.5625,2983.375
7468.125,-2283.6875,3264.25
7929.1875,-2265.6875,3507.125
8324.125,-2266.6875,3640.75
8718.5,-2235.6875,3834.625
9112.25,-2243.8125,3929.25
9505.5,-2378.6875,3799.625
9832.75,-2435.4375,3324.25
10159.5,-2702.0625,2413.5
10420.25,-3123.0625,494.875
10746.0,-3786.5625,-1960.0
11006.0,-4347.5,-4425.75
11199.875,-4953.8125,-6816.375
11393.3125,-5417.5,-8687.125
11586.4375,-5649.0625,-10083.375
11779.125,-5911.25,-11017.875
11971.5,-5972.375,-11427.5
12163.4375,-5995.4375,-11637.875
12289.6875,-6016.5,-11548.25
12415.5625,-5905.625,-11441.875
12475.6875,-5843.8125,-11234.125
12600.9375,-5678.0,-10916.875
12660.5625,-5460.25,-10492.125
12719.8125,-5427.5625,-10180.0
12778.9375,-5336.875,-9909.75
12837.75,-5243.3125,-9652.625
12896.375,-5198.5625,-9187.875
12954.6875,-5190.875,-8956.375
12947.3125,-5089.1875,-8532.625
13005.375,-5005.375,-8210.125
13063.25,-4935.5,-7836.625
13055.4375,-4836.8125,-7410.75
13112.9375,-4751.0,-6904.125
13104.9375,-4683.125,-6507.375
13031.375,-4599.1875,-6202.625
13088.5625,-4590.25,-5868.125
13145.8125,-4551.25,-5613.5
13202.8125,-4527.1875,-5452.125
13194.125,-4501.0625,-5210.625
13185.5625,-4439.125,-5171.75
13176.9375,-4472.0625,-5208.375
13233.6875,-4457.9375,-5205.75
13224.8125,-4480.75,-5201.875
13150.5,-4472.625,-5237.75
13207.125,-4508.4375,-5391.875
13132.5625,-4457.375,-5289.875
13189.1875,-4356.125,-5183.75
13180.1875,-4328.9375,-4941.375
13171.1875,-4194.8125,-4731.75
13162.1875,-4104.875,-4488.25
13218.6875,-4047.875,-4109.75
13275.125,-3911.9375,-3729.5
13266.125,-3869.125,-3323.875
13257.0,-3777.125,-3020.75
13248.0625,-3753.1875,-2682.75
